id,name,score1,score2
4657,Student_4657,60,54
4658,Student_4658,93,56
4659,Student_4659,79,90
4660,Student_4660,52,55
4661,Student_4661,60,87
4662,Student_4662,76,94
4663,Student_4663,90,71
4664,Student_4664,72,95
4665,Student_4665,100,82
4666,Student_4666,80,73
4667,Student_4667,80,96
4668,Student_4668,85,73
4669,Student_4669,52,99
4670,Student_4670,81,73
4671,Student_4671,100,75
4672,Student_4672,95,59
4673,Student_4673,80,64
4674,Student_4674,68,63
4675,Student_4675,69,75
4676,Student_4676,55,72
4677,Student_4677,51,52
4678,Student_4678,80,87
4679,Student_4679,84,94
4680,Student_4680,59,61
4681,Student_4681,93,53
4682,Student_4682,77,89
4683,Student_4683,71,52
4684,Student_4684,53,77
4685,Student_4685,88,94
4686,Student_4686,83,88
4687,Student_4687,74,52
4688,Student_4688,99,73
4689,Student_4689,75,73
4690,Student_4690,90,72
4691,Student_4691,65,74
4692,Student_4692,85,98
4693,Student_4693,56,78
4694,Student_4694,74,85
4695,Student_4695,54,67
4696,Student_4696,52,79
4697,Student_4697,51,78
4698,Student_4698,65,77
4699,Student_4699,83,67
4700,Student_4700,78,55
4701,Student_4701,62,58
4702,Student_4702,76,94
4703,Student_4703,82,100
4704,Student_4704,78,65
4705,Student_4705,82,60
4706,Student_4706,95,52
4707,Student_4707,80,67
4708,Student_4708,85,63
4709,Student_4709,74,68
4710,Student_4710,69,95
4711,Student_4711,70,83
4712,Student_4712,96,57
4713,Student_4713,66,61
4714,Student_4714,58,86
4715,Student_4715,82,53
4716,Student_4716,76,97
4717,Student_4717,64,51
4718,Student_4718,55,73
4719,Student_4719,94,88
4720,Student_4720,94,58
4721,Student_4721,84,99
4722,Student_4722,95,94
4723,Student_4723,96,95
4724,Student_4724,60,51
4725,Student_4725,95,52
4726,Student_4726,88,55
4727,Student_4727,78,77
4728,Student_4728,95,69
4729,Student_4729,62,98
4730,Student_4730,74,61
4731,Student_4731,52,81
4732,Student_4732,93,73
4733,Student_4733,87,53
4734,Student_4734,65,66
4735,Student_4735,92,53
4736,Student_4736,53,91
4737,Student_4737,55,63
4738,Student_4738,100,81
4739,Student_4739,84,71
4740,Student_4740,81,73
4741,Student_4741,91,66
4742,Student_4742,50,84
4743,Student_4743,82,90
4744,Student_4744,88,93
4745,Student_4745,95,70
4746,Student_4746,91,57
4747,Student_4747,95,92
4748,Student_4748,74,59
4749,Student_4749,56,85
4750,Student_4750,77,65
4751,Student_4751,92,60
4752,Student_4752,50,100
4753,Student_4753,100,71
4754,Student_4754,83,94
4755,Student_4755,85,86
4756,Student_4756,87,85
4757,Student_4757,71,62
4758,Student_4758,86,83
4759,Student_4759,66,53
4760,Student_4760,82,56
4761,Student_4761,69,86
4762,Student_4762,99,70
4763,Student_4763,72,68
4764,Student_4764,52,62
4765,Student_4765,80,97
4766,Student_4766,76,95
4767,Student_4767,86,60
4768,Student_4768,61,67
4769,Student_4769,72,60
4770,Student_4770,95,99
4771,Student_4771,56,79
4772,Student_4772,100,56
4773,Student_4773,56,58
4774,Student_4774,77,71
4775,Student_4775,50,69
4776,Student_4776,57,53
4777,Student_4777,97,53
4778,Student_4778,52,80
4779,Student_4779,81,90
4780,Student_4780,82,65
4781,Student_4781,66,82
4782,Student_4782,60,52
4783,Student_4783,71,84
4784,Student_4784,81,97
4785,Student_4785,78,55
4786,Student_4786,91,78
4787,Student_4787,57,75
4788,Student_4788,83,53
4789,Student_4789,83,83
4790,Student_4790,60,86
4791,Student_4791,52,84
4792,Student_4792,56,63
4793,Student_4793,85,92
4794,Student_4794,61,60
4795,Student_4795,100,60
4796,Student_4796,100,75
4797,Student_4797,74,79
4798,Student_4798,57,50
4799,Student_4799,89,89
4800,Student_4800,68,57
4801,Student_4801,82,81
4802,Student_4802,94,72
4803,Student_4803,78,71
4804,Student_4804,55,90
4805,Student_4805,80,96
4806,Student_4806,74,55
4807,Student_4807,96,89
4808,Student_4808,100,71
4809,Student_4809,56,77
4810,Student_4810,95,74
4811,Student_4811,50,81
4812,Student_4812,69,51
4813,Student_4813,57,90
4814,Student_4814,60,62
4815,Student_4815,100,83
4816,Student_4816,79,58
4817,Student_4817,100,65
4818,Student_4818,62,54
4819,Student_4819,61,67
4820,Student_4820,80,83
4821,Student_4821,50,53
4822,Student_4822,72,82
4823,Student_4823,70,98
4824,Student_4824,50,95
4825,Student_4825,81,75
4826,Student_4826,95,81
4827,Student_4827,73,60
4828,Student_4828,51,88
4829,Student_4829,85,60
4830,Student_4830,80,55
4831,Student_4831,56,70
4832,Student_4832,72,88
4833,Student_4833,60,80
4834,Student_4834,86,60
4835,Student_4835,81,96
4836,Student_4836,75,54
4837,Student_4837,51,57
4838,Student_4838,56,84
4839,Student_4839,56,95
4840,Student_4840,100,79
4841,Student_4841,70,98
4842,Student_4842,87,61
4843,Student_4843,85,88
4844,Student_4844,54,57
4845,Student_4845,73,100
4846,Student_4846,78,89
4847,Student_4847,79,55
4848,Student_4848,57,91
4849,Student_4849,91,85
4850,Student_4850,78,92
4851,Student_4851,85,96
4852,Student_4852,57,60
4853,Student_4853,70,85
4854,Student_4854,81,68
4855,Student_4855,81,51
4856,Student_4856,75,67
4857,Student_4857,99,60
4858,Student_4858,57,63
4859,Student_4859,50,74
4860,Student_4860,100,71
4861,Student_4861,89,71
4862,Student_4862,97,63
4863,Student_4863,68,52
4864,Student_4864,97,62
4865,Student_4865,63,70
4866,Student_4866,65,88
4867,Student_4867,65,100
4868,Student_4868,79,88
4869,Student_4869,70,50
4870,Student_4870,69,82
4871,Student_4871,59,71
4872,Student_4872,54,53
4873,Student_4873,93,98
4874,Student_4874,85,79
4875,Student_4875,73,94
4876,Student_4876,82,68
4877,Student_4877,67,97
4878,Student_4878,58,97
4879,Student_4879,52,66
4880,Student_4880,68,88
4881,Student_4881,54,62
4882,Student_4882,97,63
4883,Student_4883,86,98
4884,Student_4884,76,55
4885,Student_4885,59,64
4886,Student_4886,81,90
4887,Student_4887,57,64
4888,Student_4888,52,70
4889,Student_4889,70,60
4890,Student_4890,51,82
4891,Student_4891,66,77
4892,Student_4892,91,83
4893,Student_4893,81,55
4894,Student_4894,65,62
4895,Student_4895,56,70
4896,Student_4896,64,66
4897,Student_4897,98,75
4898,Student_4898,90,84
4899,Student_4899,52,82
4900,Student_4900,82,63
4901,Student_4901,99,84
4902,Student_4902,89,94
4903,Student_4903,57,97
4904,Student_4904,91,77
4905,Student_4905,89,78
4906,Student_4906,82,88
4907,Student_4907,52,96
4908,Student_4908,55,82
4909,Student_4909,79,79
4910,Student_4910,100,94
4911,Student_4911,72,64
4912,Student_4912,88,65
4913,Student_4913,81,64
4914,Student_4914,94,95
4915,Student_4915,97,100
4916,Student_4916,66,71
4917,Student_4917,55,91
4918,Student_4918,78,88
4919,Student_4919,88,83
4920,Student_4920,77,58
4921,Student_4921,77,77
4922,Student_4922,98,89
4923,Student_4923,66,52
4924,Student_4924,50,70
4925,Student_4925,95,88
4926,Student_4926,54,57
4927,Student_4927,77,66
4928,Student_4928,76,73
4929,Student_4929,81,95
4930,Student_4930,62,74
4931,Student_4931,62,90
4932,Student_4932,89,76
4933,Student_4933,68,55
4934,Student_4934,73,86
4935,Student_4935,99,98
4936,Student_4936,78,88
4937,Student_4937,56,66
4938,Student_4938,76,92
4939,Student_4939,56,80
4940,Student_4940,95,90
4941,Student_4941,88,56
4942,Student_4942,72,50
4943,Student_4943,68,58
4944,Student_4944,90,59
4945,Student_4945,87,95
4946,Student_4946,66,74
4947,Student_4947,59,55
4948,Student_4948,82,96
4949,Student_4949,92,65
4950,Student_4950,61,75
4951,Student_4951,50,57
4952,Student_4952,94,90
4953,Student_4953,83,92
4954,Student_4954,65,65
4955,Student_4955,56,97
4956,Student_4956,94,56
4957,Student_4957,67,71
4958,Student_4958,75,68
4959,Student_4959,97,92
4960,Student_4960,65,63
4961,Student_4961,69,82
4962,Student_4962,75,58
4963,Student_4963,93,51
4964,Student_4964,54,93
4965,Student_4965,51,99
4966,Student_4966,91,78
4967,Student_4967,75,79
4968,Student_4968,85,65
4969,Student_4969,95,95
4970,Student_4970,53,53
4971,Student_4971,93,72
4972,Student_4972,92,69
4973,Student_4973,93,67
4974,Student_4974,53,55
4975,Student_4975,75,78
4976,Student_4976,67,94
4977,Student_4977,88,70
4978,Student_4978,53,56
4979,Student_4979,52,58
4980,Student_4980,78,99
4981,Student_4981,74,71
4982,Student_4982,100,51
4983,Student_4983,70,96
4984,Student_4984,63,73
4985,Student_4985,90,87
4986,Student_4986,90,97
4987,Student_4987,77,76
4988,Student_4988,65,74
4989,Student_4989,99,82
4990,Student_4990,96,54
4991,Student_4991,54,73
4992,Student_4992,69,66
4993,Student_4993,69,54
4994,Student_4994,75,60
4995,Student_4995,96,88
4996,Student_4996,95,59
4997,Student_4997,83,66
4998,Student_4998,77,76
4999,Student_4999,63,80
5000,Student_5000,75,65
5001,Student_5001,100,70
5002,Student_5002,97,56
5003,Student_5003,81,73
5004,Student_5004,95,82
5005,Student_5005,82,91
5006,Student_5006,88,69
5007,Student_5007,91,88
5008,Student_5008,81,77
5009,Student_5009,81,76
5010,Student_5010,93,98
5011,Student_5011,78,91
5012,Student_5012,72,77
5013,Student_5013,82,60
5014,Student_5014,93,77
5015,Student_5015,58,94
5016,Student_5016,64,85
5017,Student_5017,71,82
5018,Student_5018,91,95
5019,Student_5019,80,80
5020,Student_5020,90,59
5021,Student_5021,63,59
5022,Student_5022,61,80
5023,Student_5023,50,69
5024,Student_5024,93,57
5025,Student_5025,52,66
5026,Student_5026,100,64
5027,Student_5027,74,96
5028,Student_5028,81,84
5029,Student_5029,65,71
5030,Student_5030,74,51
5031,Student_5031,74,50
5032,Student_5032,70,65
5033,Student_5033,76,100
5034,Student_5034,95,99
5035,Student_5035,90,65
5036,Student_5036,56,89
5037,Student_5037,71,83
5038,Student_5038,88,50
5039,Student_5039,50,60
5040,Student_5040,58,85
5041,Student_5041,92,92
5042,Student_5042,80,68
5043,Student_5043,82,60
5044,Student_5044,78,83
5045,Student_5045,91,60
5046,Student_5046,100,69
5047,Student_5047,62,57
5048,Student_5048,54,60
5049,Student_5049,94,98
5050,Student_5050,68,53
5051,Student_5051,64,100
5052,Student_5052,98,93
5053,Student_5053,54,67
5054,Student_5054,50,91
5055,Student_5055,88,59
5056,Student_5056,90,71
5057,Student_5057,77,56
5058,Student_5058,70,52
5059,Student_5059,98,57
5060,Student_5060,64,83
5061,Student_5061,52,95
5062,Student_5062,86,71
5063,Student_5063,86,92
5064,Student_5064,83,50
5065,Student_5065,68,100
5066,Student_5066,83,57
5067,Student_5067,59,82
5068,Student_5068,99,92
5069,Student_5069,84,100
5070,Student_5070,61,58
5071,Student_5071,95,99
5072,Student_5072,57,81
5073,Student_5073,63,78
5074,Student_5074,73,68
5075,Student_5075,73,64
5076,Student_5076,84,100
5077,Student_5077,91,88
5078,Student_5078,100,61
5079,Student_5079,95,95
5080,Student_5080,79,86
5081,Student_5081,74,75
5082,Student_5082,95,75
5083,Student_5083,98,99
5084,Student_5084,87,64
5085,Student_5085,87,75
5086,Student_5086,83,97
5087,Student_5087,98,80
5088,Student_5088,74,87
5089,Student_5089,55,59
5090,Student_5090,82,90
5091,Student_5091,72,84
5092,Student_5092,72,94
5093,Student_5093,67,97
5094,Student_5094,69,73
5095,Student_5095,63,50
5096,Student_5096,58,95
5097,Student_5097,63,86
5098,Student_5098,60,57
5099,Student_5099,60,57
5100,Student_5100,51,72
5101,Student_5101,97,90
5102,Student_5102,83,78
5103,Student_5103,93,59
5104,Student_5104,98,98
5105,Student_5105,74,79
5106,Student_5106,71,76
5107,Student_5107,65,93
5108,Student_5108,51,59
5109,Student_5109,71,92
5110,Student_5110,68,95
5111,Student_5111,88,91
5112,Student_5112,75,96
5113,Student_5113,62,78
5114,Student_5114,60,82
5115,Student_5115,98,77
5116,Student_5116,83,96
5117,Student_5117,67,57
5118,Student_5118,61,59
5119,Student_5119,85,51
5120,Student_5120,58,82
5121,Student_5121,57,60
5122,Student_5122,93,94
5123,Student_5123,80,93
5124,Student_5124,83,52
5125,Student_5125,64,56
5126,Student_5126,81,61
5127,Student_5127,78,90
5128,Student_5128,76,63
5129,Student_5129,54,86
5130,Student_5130,92,97
5131,Student_5131,56,71
5132,Student_5132,82,90
5133,Student_5133,90,59
5134,Student_5134,65,62
5135,Student_5135,84,57
5136,Student_5136,76,66
5137,Student_5137,94,76
5138,Student_5138,100,72
5139,Student_5139,97,69
5140,Student_5140,92,60
5141,Student_5141,65,96
5142,Student_5142,52,59
5143,Student_5143,96,80
5144,Student_5144,70,73
5145,Student_5145,58,73
5146,Student_5146,99,57
5147,Student_5147,65,57
5148,Student_5148,54,50
5149,Student_5149,56,76
5150,Student_5150,96,93
5151,Student_5151,78,84
5152,Student_5152,76,83
5153,Student_5153,77,64
5154,Student_5154,65,90
5155,Student_5155,54,78
5156,Student_5156,67,90
5157,Student_5157,79,76
5158,Student_5158,77,55
5159,Student_5159,90,99
5160,Student_5160,74,76
5161,Student_5161,61,87
5162,Student_5162,81,70
5163,Student_5163,82,75
5164,Student_5164,64,82
5165,Student_5165,75,70
5166,Student_5166,50,65
5167,Student_5167,98,84
5168,Student_5168,66,52
5169,Student_5169,50,87
5170,Student_5170,86,73
5171,Student_5171,70,58
5172,Student_5172,75,98
5173,Student_5173,64,93
5174,Student_5174,57,71
5175,Student_5175,64,76
5176,Student_5176,74,96
5177,Student_5177,79,52
5178,Student_5178,88,56
5179,Student_5179,96,59
5180,Student_5180,60,86
5181,Student_5181,100,99
5182,Student_5182,91,92
5183,Student_5183,52,70
5184,Student_5184,90,72
5185,Student_5185,87,52
5186,Student_5186,74,66
5187,Student_5187,95,51
5188,Student_5188,81,77
5189,Student_5189,64,65
5190,Student_5190,59,53
5191,Student_5191,76,100
5192,Student_5192,78,60
5193,Student_5193,87,95
5194,Student_5194,56,99
5195,Student_5195,90,81
5196,Student_5196,52,81
5197,Student_5197,74,72
5198,Student_5198,60,94
5199,Student_5199,69,93
5200,Student_5200,58,78
5201,Student_5201,85,98
5202,Student_5202,91,70
5203,Student_5203,65,78
5204,Student_5204,99,63
5205,Student_5205,53,73
5206,Student_5206,53,65
5207,Student_5207,63,87
5208,Student_5208,99,88
5209,Student_5209,59,52
5210,Student_5210,69,58
5211,Student_5211,63,71
5212,Student_5212,93,96
5213,Student_5213,82,69
5214,Student_5214,54,94
5215,Student_5215,74,52
5216,Student_5216,84,79
5217,Student_5217,64,74
5218,Student_5218,75,72
5219,Student_5219,95,90
5220,Student_5220,92,58
5221,Student_5221,92,73
5222,Student_5222,96,87
5223,Student_5223,96,58
5224,Student_5224,79,76
5225,Student_5225,92,63
5226,Student_5226,76,92
5227,Student_5227,76,75
5228,Student_5228,80,67
5229,Student_5229,73,54
5230,Student_5230,91,76
5231,Student_5231,56,62
5232,Student_5232,50,61
5233,Student_5233,97,100
5234,Student_5234,77,66
5235,Student_5235,82,62
5236,Student_5236,78,86
5237,Student_5237,50,73
5238,Student_5238,86,51
5239,Student_5239,83,94
5240,Student_5240,64,92
5241,Student_5241,72,87
5242,Student_5242,74,98
5243,Student_5243,82,82
5244,Student_5244,73,66
5245,Student_5245,79,81
5246,Student_5246,73,57
5247,Student_5247,76,65
5248,Student_5248,67,69
5249,Student_5249,68,86
5250,Student_5250,94,66
5251,Student_5251,51,84
5252,Student_5252,69,86
5253,Student_5253,52,80
5254,Student_5254,63,57
5255,Student_5255,51,57
5256,Student_5256,63,58
5257,Student_5257,99,62
5258,Student_5258,66,53
5259,Student_5259,73,54
5260,Student_5260,89,77
5261,Student_5261,76,83
5262,Student_5262,58,64
5263,Student_5263,55,63
5264,Student_5264,86,95
5265,Student_5265,89,55
5266,Student_5266,91,74
5267,Student_5267,64,84
5268,Student_5268,77,57
5269,Student_5269,77,80
5270,Student_5270,51,61
5271,Student_5271,63,94
5272,Student_5272,69,80
5273,Student_5273,55,74
5274,Student_5274,59,90
5275,Student_5275,83,75
5276,Student_5276,83,68
5277,Student_5277,98,61
5278,Student_5278,92,75
5279,Student_5279,91,96
5280,Student_5280,84,63
5281,Student_5281,62,65
5282,Student_5282,57,55
5283,Student_5283,56,72
5284,Student_5284,86,99
5285,Student_5285,90,76
5286,Student_5286,75,71
5287,Student_5287,57,92
5288,Student_5288,70,68
5289,Student_5289,65,81
5290,Student_5290,84,69
5291,Student_5291,76,98
5292,Student_5292,95,53
5293,Student_5293,94,54
5294,Student_5294,52,74
5295,Student_5295,69,99
5296,Student_5296,78,57
5297,Student_5297,55,92
5298,Student_5298,98,80
5299,Student_5299,60,52
5300,Student_5300,86,70
5301,Student_5301,93,95
5302,Student_5302,93,99
5303,Student_5303,83,52
5304,Student_5304,100,79
5305,Student_5305,78,91
5306,Student_5306,73,50
5307,Student_5307,60,50
5308,Student_5308,82,55
5309,Student_5309,89,60
5310,Student_5310,75,74
5311,Student_5311,71,93
5312,Student_5312,60,84
5313,Student_5313,52,74
5314,Student_5314,50,55
5315,Student_5315,97,76
5316,Student_5316,77,75
5317,Student_5317,80,83
5318,Student_5318,87,84
5319,Student_5319,82,63
5320,Student_5320,62,53
5321,Student_5321,89,80
5322,Student_5322,72,76
5323,Student_5323,75,60
5324,Student_5324,85,76
5325,Student_5325,93,74
5326,Student_5326,81,64
5327,Student_5327,98,65
5328,Student_5328,62,73
5329,Student_5329,71,98
5330,Student_5330,94,89
5331,Student_5331,52,98
5332,Student_5332,82,72
5333,Student_5333,61,75
5334,Student_5334,87,99
5335,Student_5335,68,54
5336,Student_5336,99,60
5337,Student_5337,92,100
5338,Student_5338,64,54
5339,Student_5339,71,71
5340,Student_5340,81,98
5341,Student_5341,55,64
5342,Student_5342,59,58
5343,Student_5343,72,96
5344,Student_5344,67,72
5345,Student_5345,65,75
5346,Student_5346,93,82
5347,Student_5347,60,98
5348,Student_5348,86,67
5349,Student_5349,75,61
5350,Student_5350,59,77
5351,Student_5351,71,97
5352,Student_5352,56,99
5353,Student_5353,95,83
5354,Student_5354,100,71
5355,Student_5355,59,65
5356,Student_5356,73,100
5357,Student_5357,95,50
5358,Student_5358,99,68
5359,Student_5359,76,96
5360,Student_5360,73,95
5361,Student_5361,83,84
5362,Student_5362,83,95
5363,Student_5363,63,80
5364,Student_5364,86,88
5365,Student_5365,77,54
5366,Student_5366,80,51
5367,Student_5367,84,100
5368,Student_5368,96,51
5369,Student_5369,74,70
5370,Student_5370,99,68
5371,Student_5371,64,69
5372,Student_5372,63,61
5373,Student_5373,67,83
5374,Student_5374,72,90
5375,Student_5375,72,55
5376,Student_5376,50,67
5377,Student_5377,63,65
5378,Student_5378,75,57
5379,Student_5379,88,99
5380,Student_5380,50,67
5381,Student_5381,77,58
5382,Student_5382,98,69
5383,Student_5383,73,65
5384,Student_5384,66,92
5385,Student_5385,98,71
5386,Student_5386,71,65
5387,Student_5387,92,79
5388,Student_5388,68,70
5389,Student_5389,72,51
5390,Student_5390,97,87
5391,Student_5391,63,95
5392,Student_5392,91,78
5393,Student_5393,71,71
5394,Student_5394,54,73
5395,Student_5395,95,88
5396,Student_5396,95,82
5397,Student_5397,70,90
5398,Student_5398,72,95
5399,Student_5399,65,72
5400,Student_5400,52,54
5401,Student_5401,92,52
5402,Student_5402,58,90
5403,Student_5403,91,74
5404,Student_5404,83,64
5405,Student_5405,55,62
5406,Student_5406,77,58
5407,Student_5407,98,51
5408,Student_5408,68,89
5409,Student_5409,53,62
5410,Student_5410,72,50
5411,Student_5411,55,87
5412,Student_5412,59,68
5413,Student_5413,74,66
5414,Student_5414,60,93
5415,Student_5415,96,74
5416,Student_5416,75,71
5417,Student_5417,52,79
5418,Student_5418,80,60
5419,Student_5419,58,81
5420,Student_5420,99,87
5421,Student_5421,90,87
5422,Student_5422,79,75
5423,Student_5423,67,91
5424,Student_5424,60,88
5425,Student_5425,51,91
5426,Student_5426,53,71
5427,Student_5427,50,71
5428,Student_5428,99,76
5429,Student_5429,50,58
5430,Student_5430,78,80
5431,Student_5431,87,90
5432,Student_5432,62,99
5433,Student_5433,57,97
5434,Student_5434,99,89
5435,Student_5435,94,94
5436,Student_5436,81,83
5437,Student_5437,60,62
5438,Student_5438,97,84
5439,Student_5439,95,79
5440,Student_5440,80,62
5441,Student_5441,59,75
5442,Student_5442,89,64
5443,Student_5443,91,89
5444,Student_5444,93,52
5445,Student_5445,77,51
5446,Student_5446,65,97
5447,Student_5447,76,69
5448,Student_5448,53,67
5449,Student_5449,81,88
5450,Student_5450,74,87
5451,Student_5451,78,56
5452,Student_5452,78,86
5453,Student_5453,60,63
5454,Student_5454,95,52
5455,Student_5455,83,54
5456,Student_5456,79,93
5457,Student_5457,85,82
5458,Student_5458,57,98
5459,Student_5459,60,89
5460,Student_5460,87,72
5461,Student_5461,100,92
5462,Student_5462,84,50
5463,Student_5463,87,61
5464,Student_5464,71,71
5465,Student_5465,62,71
5466,Student_5466,53,99
5467,Student_5467,90,92
5468,Student_5468,58,73
5469,Student_5469,84,80
5470,Student_5470,87,54
5471,Student_5471,100,97
5472,Student_5472,72,62
5473,Student_5473,83,55
5474,Student_5474,94,54
5475,Student_5475,66,64
5476,Student_5476,86,76
5477,Student_5477,66,57
5478,Student_5478,74,97
5479,Student_5479,88,94
5480,Student_5480,88,98
5481,Student_5481,86,50
5482,Student_5482,71,86
5483,Student_5483,88,74
5484,Student_5484,59,75
5485,Student_5485,91,100
5486,Student_5486,84,87
5487,Student_5487,77,62
5488,Student_5488,84,52
5489,Student_5489,81,63
5490,Student_5490,62,77
5491,Student_5491,83,65
5492,Student_5492,89,96
5493,Student_5493,50,60
5494,Student_5494,86,64
5495,Student_5495,60,75
5496,Student_5496,79,92
5497,Student_5497,86,85
5498,Student_5498,88,54
5499,Student_5499,98,66
5500,Student_5500,52,76
5501,Student_5501,89,97
5502,Student_5502,69,75
5503,Student_5503,60,53
5504,Student_5504,75,54
5505,Student_5505,66,70
5506,Student_5506,80,97
5507,Student_5507,70,78
5508,Student_5508,80,65
5509,Student_5509,52,61
5510,Student_5510,54,70
5511,Student_5511,87,69
5512,Student_5512,60,65
5513,Student_5513,90,93
5514,Student_5514,83,67
5515,Student_5515,93,96
5516,Student_5516,67,73
5517,Student_5517,74,62
5518,Student_5518,83,96
5519,Student_5519,98,64
5520,Student_5520,84,50
5521,Student_5521,71,88
5522,Student_5522,75,96
5523,Student_5523,68,79
5524,Student_5524,99,92
5525,Student_5525,99,99
5526,Student_5526,69,50
5527,Student_5527,57,85
5528,Student_5528,78,99
5529,Student_5529,97,76
5530,Student_5530,83,87
5531,Student_5531,54,60
5532,Student_5532,88,77
5533,Student_5533,67,81
5534,Student_5534,59,60
5535,Student_5535,67,61
5536,Student_5536,50,98
5537,Student_5537,84,60
5538,Student_5538,77,60
5539,Student_5539,93,100
5540,Student_5540,70,63
5541,Student_5541,79,84
5542,Student_5542,50,73
5543,Student_5543,78,70
5544,Student_5544,83,86
5545,Student_5545,79,85
5546,Student_5546,58,84
5547,Student_5547,72,70
5548,Student_5548,54,53
5549,Student_5549,92,66
5550,Student_5550,58,69
5551,Student_5551,74,89
5552,Student_5552,78,61
5553,Student_5553,76,83
5554,Student_5554,99,73
5555,Student_5555,79,64
5556,Student_5556,64,89
5557,Student_5557,59,90
5558,Student_5558,85,98
5559,Student_5559,78,71
5560,Student_5560,64,71
5561,Student_5561,100,99
5562,Student_5562,81,56
5563,Student_5563,55,62
5564,Student_5564,72,72
5565,Student_5565,64,72
5566,Student_5566,78,80
5567,Student_5567,91,97
5568,Student_5568,69,61
5569,Student_5569,65,82
5570,Student_5570,99,86
5571,Student_5571,96,56
5572,Student_5572,93,92
5573,Student_5573,57,70
5574,Student_5574,96,76
5575,Student_5575,67,55
5576,Student_5576,67,83
5577,Student_5577,77,93
5578,Student_5578,50,81
5579,Student_5579,57,96
5580,Student_5580,51,57
5581,Student_5581,99,80
5582,Student_5582,73,97
5583,Student_5583,65,53
5584,Student_5584,54,99
5585,Student_5585,53,92
5586,Student_5586,67,66
5587,Student_5587,89,96
5588,Student_5588,87,51
5589,Student_5589,52,85
5590,Student_5590,78,51
5591,Student_5591,61,87
5592,Student_5592,53,87
5593,Student_5593,50,59
5594,Student_5594,83,56
5595,Student_5595,70,51
5596,Student_5596,99,73
5597,Student_5597,57,65
5598,Student_5598,68,96
5599,Student_5599,99,82
5600,Student_5600,64,50
5601,Student_5601,58,71
5602,Student_5602,72,51
5603,Student_5603,56,94
5604,Student_5604,61,77
5605,Student_5605,51,68
5606,Student_5606,62,58
5607,Student_5607,73,76
5608,Student_5608,79,62
5609,Student_5609,76,76
5610,Student_5610,95,92
5611,Student_5611,78,55
5612,Student_5612,99,81
5613,Student_5613,79,69
5614,Student_5614,50,93
5615,Student_5615,79,57
5616,Student_5616,90,83
5617,Student_5617,91,91
5618,Student_5618,67,79
5619,Student_5619,69,70
5620,Student_5620,66,83
5621,Student_5621,96,85
5622,Student_5622,83,71
5623,Student_5623,72,76
5624,Student_5624,70,75
5625,Student_5625,96,58
5626,Student_5626,77,56
5627,Student_5627,58,88
5628,Student_5628,64,72
5629,Student_5629,63,59
5630,Student_5630,97,69
5631,Student_5631,58,51
5632,Student_5632,54,89
5633,Student_5633,75,68
5634,Student_5634,92,74
5635,Student_5635,55,74
5636,Student_5636,57,64
5637,Student_5637,95,56
5638,Student_5638,81,73
5639,Student_5639,90,63
5640,Student_5640,55,78
5641,Student_5641,71,87
5642,Student_5642,100,98
5643,Student_5643,80,82
5644,Student_5644,63,83
5645,Student_5645,100,89
5646,Student_5646,64,85
5647,Student_5647,50,79
5648,Student_5648,59,61
5649,Student_5649,94,75
5650,Student_5650,87,52
5651,Student_5651,74,60
5652,Student_5652,59,50
5653,Student_5653,51,61
5654,Student_5654,60,86
5655,Student_5655,53,67
5656,Student_5656,100,65
5657,Student_5657,99,81
5658,Student_5658,61,83
5659,Student_5659,75,87
5660,Student_5660,66,94
5661,Student_5661,78,52
5662,Student_5662,73,83
5663,Student_5663,99,76
5664,Student_5664,90,62
5665,Student_5665,61,60
5666,Student_5666,58,94
5667,Student_5667,55,56
5668,Student_5668,52,79
5669,Student_5669,75,91
5670,Student_5670,68,96
5671,Student_5671,61,97
5672,Student_5672,73,85
5673,Student_5673,100,83
5674,Student_5674,74,87
5675,Student_5675,50,71
5676,Student_5676,93,71
5677,Student_5677,64,70
5678,Student_5678,64,78
5679,Student_5679,99,74
5680,Student_5680,60,86
5681,Student_5681,55,100
5682,Student_5682,94,54
5683,Student_5683,76,98
5684,Student_5684,92,89
5685,Student_5685,67,63
5686,Student_5686,63,62
5687,Student_5687,63,65
5688,Student_5688,62,80
5689,Student_5689,58,91
5690,Student_5690,94,53
5691,Student_5691,66,65
5692,Student_5692,79,70
5693,Student_5693,73,85
5694,Student_5694,78,92
5695,Student_5695,64,100
5696,Student_5696,75,96
5697,Student_5697,92,72
5698,Student_5698,85,76
5699,Student_5699,52,52
5700,Student_5700,84,61
5701,Student_5701,62,73
5702,Student_5702,81,55
5703,Student_5703,75,53
5704,Student_5704,69,66
5705,Student_5705,91,97
5706,Student_5706,58,93
5707,Student_5707,76,60
5708,Student_5708,53,96
5709,Student_5709,65,57
5710,Student_5710,61,59
5711,Student_5711,67,88
5712,Student_5712,53,97
5713,Student_5713,65,83
5714,Student_5714,90,64
5715,Student_5715,69,66
5716,Student_5716,83,66
5717,Student_5717,60,62
5718,Student_5718,68,65
5719,Student_5719,91,83
5720,Student_5720,96,78
5721,Student_5721,66,100
5722,Student_5722,93,94
5723,Student_5723,84,92
5724,Student_5724,86,64
5725,Student_5725,58,81
5726,Student_5726,67,74
5727,Student_5727,83,53
5728,Student_5728,82,51
5729,Student_5729,62,74
5730,Student_5730,98,84
5731,Student_5731,98,53
5732,Student_5732,59,84
